sds_sensor,bme_sensor,lat,lon,sealevel,surface_alt,surface_level,geometry,nearest_park,nearest_road,nearest_indust
41015,41016,55.87622569,37.50556737,238.1574984964176,169.0,69.15749849641756,POINT (37.50556737 55.87622569),1752.3732962826884,1055.0571026274285,669.5767775211309
49650,49651,55.676,37.492,215.7035686146878,187.0,28.70356861468781,POINT (37.492 55.676),1044.8841097852955,779.8537062701914,1620.3183189426775
50671,50672,55.88,37.648,175.535450612231,145.0,30.53545061223099,POINT (37.648 55.88),682.2486565856992,1166.734242776879,849.6203859949187
45600,45601,55.7036623,37.66824574,140.6792021659457,136.0,4.679202165945696,POINT (37.66824574 55.7036623),901.2206790459186,62.90627041136972,398.7817504943386
51080,51081,55.67,37.596,176.52903312310255,169.0,7.5290331231025505,POINT (37.596 55.67),165.1287729916505,604.5324955732954,1678.41316222436
32074,32075,55.90139972,37.47705817,220.6998050617966,172.0,48.69980506179661,POINT (37.47705817 55.90139972),1184.5882577582213,1539.5698136490932,983.1883254960358
31174,31175,55.87989691,37.49338746,177.67433590411778,175.0,2.6743359041177825,POINT (37.49338746 55.87989691),1506.1774570983741,652.8727730008029,725.0649527119673
43321,43322,55.78656974,37.63832957,128.73355322727588,163.0,-34.26644677272412,POINT (37.63832957 55.78656974),1612.5949410302358,276.02881759961167,669.54529777244
47389,47390,55.65814271,37.77076274,128.54537388039225,117.0,11.545373880392248,POINT (37.77076274 55.65814271),528.4168135133781,853.3501032167613,708.2349527017825
42810,42811,55.68,37.656,137.929153024978,141.0,-3.0708469750219933,POINT (37.656 55.68),1430.7967198587949,909.7797970841251,878.396883438281
33244,33245,55.927533,37.543407,183.366381557743,183.0,0.3663815577430114,POINT (37.543407 55.927533),1155.2673862655442,420.5641465886861,2580.621858510738
25083,25084,55.682,37.564,178.01939669922743,184.0,-5.980603300772572,POINT (37.564 55.682),3499.7514175050765,351.3707052873996,269.3580916141242
20229,20228,55.79,37.572,156.07864649556285,164.0,-7.92135350443715,POINT (37.572 55.79),2135.665192779348,11.312502372528005,1036.4429525402543
24052,24053,55.85087151,37.5752458,171.7596946794155,152.0,19.759694679415503,POINT (37.5752458 55.85087151),455.2163219158594,529.0932630078718,236.57906057213364
48323,48324,55.714,37.67,163.79347936558634,142.0,21.793479365586336,POINT (37.67 55.714),2848.5630688180563,566.6018169598191,372.686740273955
45470,45471,55.63964326,37.69089997,135.8528089781674,146.0,-10.147191021832612,POINT (37.69089997 55.63964326),857.9661005627925,182.3672425465296,706.0231326379048
31668,31669,55.712,37.49,157.48004999048163,153.0,4.480049990481632,POINT (37.49 55.712),655.0973645009428,446.61887395027213,1352.5567567870048
44161,44162,55.57333635,37.8998251,175.58126328685017,135.0,40.581263286850174,POINT (37.8998251 55.57333635),2170.859357093659,1415.021656306524,1494.8334660364665
39178,39179,55.82,37.644,154.03448310977106,149.0,5.03448310977106,POINT (37.644 55.82),960.1546409781472,212.32722591464216,1792.8042446930353
36599,36600,55.668,37.508,200.6485336156318,204.0,-3.3514663843681944,POINT (37.508 55.668),1461.6385056448007,514.6160644352603,552.6724626769203
35488,35489,55.67,37.578,205.89899264186744,182.0,23.89899264186744,POINT (37.578 55.67),1391.8911579745338,474.02880218602814,1594.5098320041113
24022,24023,55.68345798,37.59173334,162.02494123333122,171.0,-8.97505876666878,POINT (37.59173334 55.68345798),1653.330914004179,111.75839742123607,724.3966265620556
46232,46233,55.942,37.32,199.6694572264313,184.0,15.669457226431293,POINT (37.32 55.942),2040.9965181154596,823.4322825649003,519.2770790170871
24619,24620,55.802,37.404,179.24781822476697,159.0,20.247818224766945,POINT (37.404 55.802),539.1238761322895,502.7738253562048,2073.5909119889698
46292,46293,55.874,37.554,193.09077378327493,172.0,21.090773783274926,POINT (37.554 55.874),435.09343176177043,473.8527460845336,639.928542313445
38178,38179,55.86287575,37.49754695,175.48970349944187,177.0,-1.5102965005581268,POINT (37.49754695 55.86287575),1306.4370544662395,485.8219949749071,2329.6798703093905
49119,49120,55.79481815,37.39869075,174.00050579613176,148.0,26.00050579613176,POINT (37.39869075 55.79481815),1630.680291017879,44.777916248072565,677.7673855249948
28286,34973,55.874,37.592,186.3714371074035,162.0,24.37143710740349,POINT (37.592 55.874),2657.2486626720815,544.0061274001955,272.5749724279221
28286,28287,55.874,37.592,189.01273535690228,162.0,27.012735356902283,POINT (37.592 55.874),2657.2486626720815,544.0061274001955,272.5749724279221
32866,32867,55.816,37.808,153.64823484140237,164.0,-10.35176515859763,POINT (37.808 55.816),1117.9299301965546,1056.4124923279758,1320.4815726825982
37039,37040,55.732,37.614,131.42013901644924,139.0,-7.579860983550759,POINT (37.614 55.732),2099.178854975816,193.46522639644346,1181.2347871168556
43297,43177,55.64,37.532,253.26831737894764,235.0,18.268317378947643,POINT (37.532 55.64),1933.7606615020661,190.69218672693415,2232.875779520553
43297,43298,55.64,37.532,242.49563971864768,235.0,7.495639718647681,POINT (37.532 55.64),1933.7606615020661,190.69218672693415,2232.875779520553
23200,23201,55.666,37.49,191.0616007173384,189.0,2.061600717338365,POINT (37.49 55.666),1364.8123133365962,375.4170728457902,1671.7746306526958
49886,49887,55.58766918,37.45747447,206.60543622776387,211.0,-4.3945637722361255,POINT (37.45747447 55.58766918),614.7492696256944,1810.6404191405522,1571.4633462268685
43813,43814,55.706,37.656,136.68938433433786,133.0,3.689384334337859,POINT (37.656 55.706),1422.0478113653317,17.956279167189432,527.6824575691606
43307,43308,55.93315002,37.50286639,223.9807762942243,186.0,37.98077629422431,POINT (37.50286639 55.93315002),1261.8897281949507,177.76327436093794,1304.6226751340344
22094,22096,55.67,37.568,216.3831565266013,192.0,24.38315652660134,POINT (37.568 55.67),1094.3636146247802,1115.9421111511176,2350.5955199546333
48253,48254,55.7472626,37.40643024,221.7736213347968,190.0,31.773621334796783,POINT (37.40643024 55.7472626),469.4082410678591,822.4243000590617,2544.0850969521484
39072,39073,55.81667362,37.70981046,150.88748804521794,148.0,2.8874880452179355,POINT (37.70981046 55.81667362),1427.347729344196,1565.9159350863138,868.3060314532428
31766,31767,55.49594408,37.26114303,181.58660025524668,173.0,8.58660025524668,POINT (37.26114303 55.49594408),937.6057456744381,1617.7552230066592,454.9396837216168
32487,32488,55.69714947,37.50144482,206.2229302974941,190.0,16.222930297494088,POINT (37.50144482 55.69714947),2477.685971636228,283.5239623253855,450.2692272612217
55625,55626,55.63873071,37.53858,221.20396939104984,214.0,7.203969391049839,POINT (37.53858 55.63873071),2023.0225279126978,90.07688754425564,2311.2540343121627
34972,34973,55.874,37.592,186.3714371074035,162.0,24.37143710740349,POINT (37.592 55.874),2657.2486626720815,544.0061274001955,272.5749724279221
34972,28287,55.874,37.592,189.01273535690228,162.0,27.012735356902283,POINT (37.592 55.874),2657.2486626720815,544.0061274001955,272.5749724279221
35741,35742,55.688,37.578,215.32266067453577,175.0,40.32266067453577,POINT (37.578 55.688),2127.143506980599,271.9874833195337,965.1545522782964
40579,40580,55.87669801,37.64606221,153.13336379731282,146.0,7.133363797312825,POINT (37.64606221 55.87669801),1249.5079487972,968.7504600091394,1213.7335513353985
50952,50953,55.75512988,37.88158178,149.6429390745857,151.0,-1.357060925414288,POINT (37.88158178 55.75512988),1389.7987726444344,1170.1803191182134,560.4289758059624
45370,45371,55.59101045,37.54126489,257.46088736890624,200.0,57.46088736890624,POINT (37.54126489 55.59101045),1360.1480050833238,431.0299202299078,1078.208890097776
53714,53715,55.63,37.864,174.02521773880375,168.0,6.025217738803747,POINT (37.864 55.63),2647.1823155477714,228.645794392938,1203.7477483572936
24026,24027,55.7244,37.5635,135.94216638473142,134.0,1.942166384731422,POINT (37.5635 55.7244),3095.8466550404323,701.1602544720153,2357.822650365866
53573,53574,55.85782536,37.47606397,175.76253535208005,169.0,6.76253535208005,POINT (37.47606397 55.85782536),982.5204892567342,889.7804934914751,1416.196161747395
51895,51896,55.66506005,37.48998642,234.92940782309145,192.0,42.92940782309145,POINT (37.48998642 55.66506005),1270.418574600538,542.3483391716825,1678.269126115184
56073,56074,55.84,37.442,166.39034147824532,170.0,-3.6096585217546817,POINT (37.442 55.84),1627.8348825037342,655.8362633551898,896.9037155861769
36403,36404,55.646,37.518,244.08852343352663,227.0,17.08852343352666,POINT (37.518 55.646),942.200125396467,8.562404965913911,2117.8622670687355
48245,48246,55.668,37.552,195.0531877895396,201.0,-5.9468122104603935,POINT (37.552 55.668),2346.405509696563,9.8352355588751,1573.6079437562717
50070,50071,55.59650409,37.44172454,193.8265245301179,192.0,1.8265245301178648,POINT (37.44172454 55.59650409),1317.3178949608216,2292.0585878600855,1291.173703160222
26058,26059,55.818,37.464,141.19170336341864,149.0,-7.80829663658136,POINT (37.464 55.818),1198.0174001041698,348.6131615671832,1234.7449023650502
49177,49178,55.674,37.468,220.67973941602168,179.0,41.67973941602168,POINT (37.468 55.674),1396.4501949348041,852.1549379916742,2846.696083865131
41215,41216,55.60431155,37.60194719,196.1190843455827,172.0,24.119084345582703,POINT (37.60194719 55.60431155),299.74621489584064,462.795396112582,2121.680807049538
42188,42189,55.76228641,37.73465967,160.32524030357996,161.0,-0.6747596964200397,POINT (37.73465967 55.76228641),2681.249613256029,49.43000679606282,784.9041677914112
32403,32404,55.7225847,37.45376291,189.0951335047755,163.0,26.095133504775504,POINT (37.45376291 55.7225847),897.9307289663008,363.8923370398153,1283.3102298513656
42690,42691,55.744,37.578,150.43469031233047,143.0,7.434690312330474,POINT (37.578 55.744),2595.751647846258,307.0991702082086,1608.5026865062796
45023,45024,55.59037233,37.60173798,220.13094952737708,185.0,35.13094952737708,POINT (37.60173798 55.59037233),1808.1305096337996,173.70136275065798,561.1835184569042
45378,45379,55.70938551,37.58636624,153.40402777682567,156.0,-2.5959722231743285,POINT (37.58636624 55.70938551),1427.0943333866837,256.03744091254146,1070.6452817407146
33421,33422,55.798,37.782,150.8204583849577,151.0,-0.1795416150422966,POINT (37.782 55.798),2689.85927255472,867.4079707799581,3307.2481852557657
30731,30732,55.92889859,37.54050046,221.68804670504585,178.0,43.68804670504582,POINT (37.54050046 55.92889859),882.8386708662869,821.2791410876545,2768.772111000428
36949,36950,55.824,37.66,140.87205225431643,142.0,-1.1279477456835707,POINT (37.66 55.824),777.268061566274,277.01534310991275,603.2945329945125
34868,34869,55.895416,37.602016,154.42957374599808,161.0,-6.570426254001916,POINT (37.602016 55.895416),1078.4829057060317,498.77063404553206,2677.80415945978
24687,24688,55.86884126,37.5920434,156.66169739245447,161.0,-4.338302607545529,POINT (37.5920434 55.86884126),1811.3552867105857,113.27526598756259,1248.170124227415
47317,47318,55.86418644,37.55480736,192.4580384304779,164.0,28.4580384304779,POINT (37.55480736 55.86418644),440.4437753884175,623.3943115876503,341.1098361320156
34373,34374,55.77,37.592,163.149259892568,157.0,6.149259892568011,POINT (37.592 55.77),4586.840014305766,185.39043190913998,1839.1487559827308
56013,56014,55.868,37.632,129.0823281731947,148.0,-18.917671826805304,POINT (37.632 55.868),250.40589176747363,457.7627308449941,1911.8831010630854
35693,35694,55.536,37.664,156.43088379467542,162.0,-5.569116205324576,POINT (37.664 55.536),1248.8253660725363,668.524407411226,2923.25921792041
49089,49090,55.9396349,37.52593338,205.74482188951703,183.0,22.744821889517027,POINT (37.52593338 55.9396349),992.8409804381671,1086.9245089952087,927.5299647076675
53084,53085,55.884,37.524,213.0721713657824,175.0,38.07217136578242,POINT (37.524 55.884),1088.1574670089603,781.1056760474472,888.9313137460837
20215,20216,55.68,37.564,174.84592395702705,186.0,-11.154076042972974,POINT (37.564 55.68),3113.8983929858364,110.07198219164354,368.93125495370947
34667,34668,55.648,37.52,241.84606851009315,229.0,12.846068510093149,POINT (37.52 55.648),1391.7875829223042,479.6643607036349,1686.307542331722
35985,35986,55.9,37.528,178.50165999962078,177.0,1.5016599996207844,POINT (37.528 55.9),813.5982038527011,981.2170925071287,401.219873546805
26175,26176,55.774,37.55,250.08513796326287,151.0,99.08513796326292,POINT (37.55 55.774),2567.1235237422493,3.097342333531151,151.3617710815166
52690,52691,55.93742,37.51067,177.1391795013332,184.0,-6.860820498666811,POINT (37.51067 55.93742),1643.9128464240061,81.24037738417377,1046.443862682883
31666,31667,55.74151225,37.63657451,127.2214994287182,129.0,-1.7785005712817965,POINT (37.63657451 55.74151225),2835.8101479997804,736.3764975746383,384.0095216014368
32439,32440,55.81110008,37.72890151,175.46176135679036,137.0,38.46176135679036,POINT (37.72890151 55.81110008),1868.0734557543985,284.70525741968675,713.3474184234087
42920,42921,55.85095101,37.34859109,193.63304420855613,176.0,17.63304420855613,POINT (37.34859109 55.85095101),3017.7464810571446,929.8434185013874,1744.4785441456472
41097,41098,55.56375009,37.64437973,169.4222381284761,175.0,-5.577761871523904,POINT (37.64437973 55.56375009),714.9962651779397,1725.1078841910726,563.9847002152322
48427,48428,55.59595285,37.59886533,193.595496937373,172.0,21.595496937373014,POINT (37.59886533 55.59595285),1970.8719523972993,62.637975919910005,1658.1523260925555
35514,35515,55.65,37.49,222.3178615400954,200.0,22.317861540095407,POINT (37.49 55.65),316.93499831248215,482.7678910703056,3524.4230231131646
51384,51385,55.682,37.462,242.4039438256468,155.0,87.40394382564682,POINT (37.462 55.682),1686.9625301436074,860.6894998777415,1176.061709112511
55774,55775,55.77953267,37.90213545,178.42827377623183,162.0,16.428273776231833,POINT (37.90213545 55.77953267),1504.0212825204915,2290.3370410741973,691.5111829820357
