sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
34508;DHT22;20749;55.626;37.664;2019-12-09T00:00:33;4.20;51.80
34508;DHT22;20749;55.626;37.664;2019-12-09T00:02:45;4.20;51.90
34508;DHT22;20749;55.626;37.664;2019-12-09T00:04:46;4.20;52.00
34508;DHT22;20749;55.626;37.664;2019-12-09T00:06:48;4.20;52.00
34508;DHT22;20749;55.626;37.664;2019-12-09T00:08:49;4.20;52.10
34508;DHT22;20749;55.626;37.664;2019-12-09T00:10:50;4.10;52.20
34508;DHT22;20749;55.626;37.664;2019-12-09T00:12:52;4.20;52.30
34508;DHT22;20749;55.626;37.664;2019-12-09T00:14:53;4.20;52.30
34508;DHT22;20749;55.626;37.664;2019-12-09T00:16:54;4.20;52.40
34508;DHT22;20749;55.626;37.664;2019-12-09T00:18:56;4.20;52.60
34508;DHT22;20749;55.626;37.664;2019-12-09T00:20:57;4.10;52.50
34508;DHT22;20749;55.626;37.664;2019-12-09T00:22:58;4.10;52.50
34508;DHT22;20749;55.626;37.664;2019-12-09T00:25:00;4.20;52.60
34508;DHT22;20749;55.626;37.664;2019-12-09T00:27:01;4.20;52.70
34508;DHT22;20749;55.626;37.664;2019-12-09T00:29:02;4.10;52.70
34508;DHT22;20749;55.626;37.664;2019-12-09T00:31:04;4.10;52.80
34508;DHT22;20749;55.626;37.664;2019-12-09T00:33:05;4.10;52.80
34508;DHT22;20749;55.626;37.664;2019-12-09T00:35:07;4.10;52.90
34508;DHT22;20749;55.626;37.664;2019-12-09T00:37:08;4.10;53.00
34508;DHT22;20749;55.626;37.664;2019-12-09T00:39:09;4.10;53.00
34508;DHT22;20749;55.626;37.664;2019-12-09T00:41:11;4.10;53.10
34508;DHT22;20749;55.626;37.664;2019-12-09T00:43:12;4.10;53.20
34508;DHT22;20749;55.626;37.664;2019-12-09T00:45:13;4.00;53.20
34508;DHT22;20749;55.626;37.664;2019-12-09T00:47:15;4.10;53.40
34508;DHT22;20749;55.626;37.664;2019-12-09T00:49:16;4.00;53.40
34508;DHT22;20749;55.626;37.664;2019-12-09T00:51:17;4.00;53.50
34508;DHT22;20749;55.626;37.664;2019-12-09T00:53:19;4.00;53.60
34508;DHT22;20749;55.626;37.664;2019-12-09T00:55:20;4.00;53.60
34508;DHT22;20749;55.626;37.664;2019-12-09T00:57:21;4.00;53.70
34508;DHT22;20749;55.626;37.664;2019-12-09T00:59:23;4.00;53.80
34508;DHT22;20749;55.626;37.664;2019-12-09T01:01:24;4.00;53.90
34508;DHT22;20749;55.626;37.664;2019-12-09T01:05:17;4.10;54.00
34508;DHT22;20749;55.626;37.664;2019-12-09T01:07:26;4.00;53.90
34508;DHT22;20749;55.626;37.664;2019-12-09T01:09:27;4.00;53.90
34508;DHT22;20749;55.626;37.664;2019-12-09T01:11:29;4.00;54.00
34508;DHT22;20749;55.626;37.664;2019-12-09T01:13:30;4.00;54.20
34508;DHT22;20749;55.626;37.664;2019-12-09T01:15:31;4.00;54.30
34508;DHT22;20749;55.626;37.664;2019-12-09T01:17:33;4.00;54.30
34508;DHT22;20749;55.626;37.664;2019-12-09T01:19:34;4.10;54.40
34508;DHT22;20749;55.626;37.664;2019-12-09T01:21:35;4.10;55.10
34508;DHT22;20749;55.626;37.664;2019-12-09T01:23:37;4.10;54.50
34508;DHT22;20749;55.626;37.664;2019-12-09T01:25:38;4.10;54.70
34508;DHT22;20749;55.626;37.664;2019-12-09T01:27:39;4.10;54.70
34508;DHT22;20749;55.626;37.664;2019-12-09T01:29:41;4.10;54.80
34508;DHT22;20749;55.626;37.664;2019-12-09T01:31:42;4.10;54.80
34508;DHT22;20749;55.626;37.664;2019-12-09T01:33:43;4.10;54.90
34508;DHT22;20749;55.626;37.664;2019-12-09T01:35:45;4.10;55.00
34508;DHT22;20749;55.626;37.664;2019-12-09T01:37:46;4.10;55.20
34508;DHT22;20749;55.626;37.664;2019-12-09T01:39:47;4.10;55.20
34508;DHT22;20749;55.626;37.664;2019-12-09T01:41:49;4.10;55.30
34508;DHT22;20749;55.626;37.664;2019-12-09T01:43:50;4.10;55.50
34508;DHT22;20749;55.626;37.664;2019-12-09T01:45:51;4.10;55.50
34508;DHT22;20749;55.626;37.664;2019-12-09T01:47:53;4.10;55.80
34508;DHT22;20749;55.626;37.664;2019-12-09T01:49:54;4.10;55.70
34508;DHT22;20749;55.626;37.664;2019-12-09T01:51:55;4.10;55.80
34508;DHT22;20749;55.626;37.664;2019-12-09T01:53:57;4.10;55.90
34508;DHT22;20749;55.626;37.664;2019-12-09T01:55:58;4.10;56.10
34508;DHT22;20749;55.626;37.664;2019-12-09T01:57:59;4.10;56.20
34508;DHT22;20749;55.626;37.664;2019-12-09T02:00:01;4.10;56.20
34508;DHT22;20749;55.626;37.664;2019-12-09T02:02:02;4.20;56.40
34508;DHT22;20749;55.626;37.664;2019-12-09T02:04:03;4.20;56.40
34508;DHT22;20749;55.626;37.664;2019-12-09T02:06:05;4.20;56.70
34508;DHT22;20749;55.626;37.664;2019-12-09T02:08:06;4.20;56.70
34508;DHT22;20749;55.626;37.664;2019-12-09T02:10:07;4.20;56.70
34508;DHT22;20749;55.626;37.664;2019-12-09T02:12:09;4.20;56.80
34508;DHT22;20749;55.626;37.664;2019-12-09T02:14:10;4.20;56.80
34508;DHT22;20749;55.626;37.664;2019-12-09T02:16:11;4.30;57.00
34508;DHT22;20749;55.626;37.664;2019-12-09T02:18:13;4.30;57.00
34508;DHT22;20749;55.626;37.664;2019-12-09T02:20:14;4.30;57.00
34508;DHT22;20749;55.626;37.664;2019-12-09T02:22:16;4.30;57.10
34508;DHT22;20749;55.626;37.664;2019-12-09T02:24:17;4.30;57.10
34508;DHT22;20749;55.626;37.664;2019-12-09T02:26:18;4.30;57.20
34508;DHT22;20749;55.626;37.664;2019-12-09T02:28:20;4.30;57.20
34508;DHT22;20749;55.626;37.664;2019-12-09T02:30:21;4.30;57.40
34508;DHT22;20749;55.626;37.664;2019-12-09T02:32:22;4.30;57.40
34508;DHT22;20749;55.626;37.664;2019-12-09T02:34:24;4.30;57.40
34508;DHT22;20749;55.626;37.664;2019-12-09T02:36:25;4.30;57.50
34508;DHT22;20749;55.626;37.664;2019-12-09T02:40:00;4.30;57.50
34508;DHT22;20749;55.626;37.664;2019-12-09T02:42:01;4.30;57.50
34508;DHT22;20749;55.626;37.664;2019-12-09T02:44:03;4.30;57.50
34508;DHT22;20749;55.626;37.664;2019-12-09T02:46:04;4.30;57.70
34508;DHT22;20749;55.626;37.664;2019-12-09T02:48:06;4.40;57.90
34508;DHT22;20749;55.626;37.664;2019-12-09T02:50:07;4.40;58.00
34508;DHT22;20749;55.626;37.664;2019-12-09T02:52:08;4.40;58.00
34508;DHT22;20749;55.626;37.664;2019-12-09T02:54:10;4.40;58.10
34508;DHT22;20749;55.626;37.664;2019-12-09T02:56:11;4.40;58.10
34508;DHT22;20749;55.626;37.664;2019-12-09T02:58:12;4.40;58.20
34508;DHT22;20749;55.626;37.664;2019-12-09T03:00:14;4.40;58.30
34508;DHT22;20749;55.626;37.664;2019-12-09T03:02:15;4.50;58.30
34508;DHT22;20749;55.626;37.664;2019-12-09T03:04:16;4.50;58.40
34508;DHT22;20749;55.626;37.664;2019-12-09T03:06:18;4.50;58.50
34508;DHT22;20749;55.626;37.664;2019-12-09T03:08:19;4.50;58.50
34508;DHT22;20749;55.626;37.664;2019-12-09T03:10:21;4.50;58.70
34508;DHT22;20749;55.626;37.664;2019-12-09T03:12:22;4.50;58.90
34508;DHT22;20749;55.626;37.664;2019-12-09T03:14:23;4.50;58.80
34508;DHT22;20749;55.626;37.664;2019-12-09T03:16:58;4.50;58.90
34508;DHT22;20749;55.626;37.664;2019-12-09T03:19:04;4.50;58.80
34508;DHT22;20749;55.626;37.664;2019-12-09T03:21:06;4.50;58.90
34508;DHT22;20749;55.626;37.664;2019-12-09T03:23:12;4.50;58.90
34508;DHT22;20749;55.626;37.664;2019-12-09T03:25:14;4.50;59.00
34508;DHT22;20749;55.626;37.664;2019-12-09T03:27:22;4.50;59.00
34508;DHT22;20749;55.626;37.664;2019-12-09T03:29:41;4.60;59.00
34508;DHT22;20749;55.626;37.664;2019-12-09T03:31:43;4.60;59.00
34508;DHT22;20749;55.626;37.664;2019-12-09T03:33:58;4.60;59.10
34508;DHT22;22037;55.106;36.814;2019-12-09T03:35:59;4.60;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T03:38:01;4.60;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T03:40:02;4.60;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T03:42:04;4.60;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T03:44:07;4.60;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T03:46:19;4.60;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T03:48:25;4.70;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T03:50:30;4.70;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T03:52:36;4.70;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T03:54:41;4.70;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T03:56:48;4.70;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T03:58:58;4.70;59.50
34508;DHT22;22037;55.106;36.814;2019-12-09T04:00:59;4.70;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:03:01;4.80;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T04:05:04;4.80;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T04:07:07;4.80;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T04:09:13;4.80;59.60
34508;DHT22;22037;55.106;36.814;2019-12-09T04:11:15;4.80;59.60
34508;DHT22;22037;55.106;36.814;2019-12-09T04:13:16;4.80;59.60
34508;DHT22;22037;55.106;36.814;2019-12-09T04:15:18;4.80;59.60
34508;DHT22;22037;55.106;36.814;2019-12-09T04:17:20;4.80;59.50
34508;DHT22;22037;55.106;36.814;2019-12-09T04:19:21;4.90;59.60
34508;DHT22;22037;55.106;36.814;2019-12-09T04:21:22;4.90;59.60
34508;DHT22;22037;55.106;36.814;2019-12-09T04:23:24;4.90;59.50
34508;DHT22;22037;55.106;36.814;2019-12-09T04:25:25;4.90;59.50
34508;DHT22;22037;55.106;36.814;2019-12-09T04:27:26;4.90;60.10
34508;DHT22;22037;55.106;36.814;2019-12-09T04:29:29;4.90;59.50
34508;DHT22;22037;55.106;36.814;2019-12-09T04:31:32;4.90;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T04:33:51;4.90;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T04:36:21;4.90;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T04:38:42;4.90;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T04:40:47;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:43:04;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:45:07;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:47:15;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:49:26;4.90;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T04:51:28;4.90;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T04:53:31;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:55:32;5.00;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T04:57:34;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T04:59:35;5.00;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T05:01:37;5.00;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T05:03:38;5.00;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T05:05:39;5.00;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T05:07:41;5.00;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T05:09:42;5.00;59.40
34508;DHT22;22037;55.106;36.814;2019-12-09T05:11:44;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T05:13:46;5.00;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T05:15:47;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T05:17:49;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T05:19:50;5.00;59.30
34508;DHT22;22037;55.106;36.814;2019-12-09T05:21:51;4.90;59.20
34508;DHT22;22037;55.106;36.814;2019-12-09T05:23:53;5.00;59.30
