sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:00:54;243.02;;;32.65;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:03:29;47.55;;;14.82;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:06:02;333.38;;;42.40;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:08:36;216.80;;;44.17;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:11:09;758.03;;;51.63;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:13:42;203.73;;;34.53;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:16:15;177.40;;;31.33;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:18:48;296.15;;;40.55;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:21:22;1566.05;;;104.43;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:23:55;88.15;;;18.65;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:26:28;463.90;;;38.70;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:29:01;867.55;;;72.85;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:31:35;92.35;;;16.25;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:34:08;468.73;;;53.35;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:36:42;116.78;;;27.87;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:39:15;279.73;;;32.92;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:41:49;156.95;;;25.15;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:44:22;43.70;;;14.20;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:46:55;52.50;;;21.70;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:49:28;116.15;;;21.05;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:52:01;130.65;;;25.17;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:54:35;265.80;;;34.08;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:57:08;432.40;;;54.75;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T00:59:41;232.37;;;40.60;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T01:02:15;335.88;;;34.60;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T01:04:48;55.80;;;22.80;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T01:07:21;396.45;;;35.60;;
24577;SDS011;12738;55.93314101;37.50281811;2019-11-09T01:09:55;692.28;;;61.45;;
