sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
32867;BME280;19220;55.816;37.808;2019-10-15T09:39:45;100126.00;;;12.87;54.24
32867;BME280;19220;55.816;37.808;2019-10-15T09:42:12;100137.00;;;12.87;53.81
32867;BME280;19220;55.816;37.808;2019-10-15T09:44:40;100131.00;;;12.78;53.86
32867;BME280;19220;55.816;37.808;2019-10-15T09:47:08;100140.00;;;12.74;53.86
32867;BME280;19220;55.816;37.808;2019-10-15T09:49:35;100156.00;;;12.62;53.86
32867;BME280;19220;55.816;37.808;2019-10-15T09:52:03;100160.00;;;12.43;53.50
32867;BME280;19220;55.816;37.808;2019-10-15T09:54:32;100155.00;;;12.54;54.27
32867;BME280;19220;55.816;37.808;2019-10-15T09:56:59;100162.00;;;12.55;54.38
32867;BME280;19220;55.816;37.808;2019-10-15T09:59:27;100156.00;;;12.59;53.55
32867;BME280;19220;55.816;37.808;2019-10-15T10:01:55;100163.00;;;12.65;53.36
32867;BME280;19220;55.816;37.808;2019-10-15T10:04:22;100161.00;;;12.70;52.67
32867;BME280;19220;55.816;37.808;2019-10-15T10:06:50;100159.00;;;12.71;52.62
32867;BME280;19220;55.816;37.808;2019-10-15T10:09:18;100161.00;;;12.76;52.97
32867;BME280;19220;55.816;37.808;2019-10-15T10:11:46;100160.00;;;12.75;52.56
32867;BME280;19220;55.816;37.808;2019-10-15T10:14:13;100166.00;;;12.77;52.67
32867;BME280;19220;55.816;37.808;2019-10-15T10:16:41;100177.00;;;12.76;52.86
32867;BME280;19220;55.816;37.808;2019-10-15T10:19:09;100178.00;;;12.78;52.66
32867;BME280;19220;55.816;37.808;2019-10-15T10:21:36;100183.00;;;12.70;52.85
32867;BME280;19220;55.816;37.808;2019-10-15T10:24:04;100193.00;;;12.69;52.89
32867;BME280;19220;55.816;37.808;2019-10-15T10:26:31;100192.00;;;12.69;52.93
32867;BME280;19220;55.816;37.808;2019-10-15T10:28:59;100191.00;;;12.61;52.98
32867;BME280;19220;55.816;37.808;2019-10-15T10:31:27;100193.00;;;12.57;53.38
32867;BME280;19220;55.816;37.808;2019-10-15T10:33:55;100193.00;;;12.51;53.29
32867;BME280;19220;55.816;37.808;2019-10-15T10:36:23;100195.00;;;12.38;53.30
32867;BME280;19220;55.816;37.808;2019-10-15T10:38:50;100202.00;;;12.41;53.98
32867;BME280;19220;55.816;37.808;2019-10-15T10:41:18;100208.00;;;12.37;53.93
32867;BME280;19220;55.816;37.808;2019-10-15T10:43:46;100211.00;;;12.33;53.86
32867;BME280;19220;55.816;37.808;2019-10-15T10:46:14;100212.00;;;12.29;54.28
32867;BME280;19220;55.816;37.808;2019-10-15T10:48:41;100225.00;;;12.20;54.36
32867;BME280;19220;55.816;37.808;2019-10-15T10:51:11;100221.00;;;12.22;54.49
32867;BME280;19220;55.816;37.808;2019-10-15T10:53:39;100223.00;;;12.16;54.62
32867;BME280;19220;55.816;37.808;2019-10-15T10:56:06;100218.00;;;12.08;54.98
32867;BME280;19220;55.816;37.808;2019-10-15T10:58:34;100221.00;;;12.05;55.09
32867;BME280;19220;55.816;37.808;2019-10-15T11:01:02;100231.00;;;11.99;55.20
32867;BME280;19220;55.816;37.808;2019-10-15T11:03:30;100241.00;;;11.92;55.23
32867;BME280;19220;55.816;37.808;2019-10-15T11:05:58;100259.00;;;11.84;55.45
32867;BME280;19220;55.816;37.808;2019-10-15T11:08:25;100258.00;;;11.81;55.84
32867;BME280;19220;55.816;37.808;2019-10-15T11:10:53;100260.00;;;11.72;55.92
32867;BME280;19220;55.816;37.808;2019-10-15T11:13:21;100271.00;;;11.74;55.82
32867;BME280;19220;55.816;37.808;2019-10-15T11:15:48;100276.00;;;11.70;55.85
32867;BME280;19220;55.816;37.808;2019-10-15T11:18:16;100290.00;;;11.61;55.73
32867;BME280;19220;55.816;37.808;2019-10-15T11:20:44;100300.00;;;11.61;56.03
